player_name,Player,season,G,Min,eFG_per,OR_per,DR_per,TO_per,FTr,Fguse_per,ShotUse_per,AstRate,FG3r,BLKr,STLr,PF/48min,FG2_per,FG3_per,TREB_per,Floor_per,ORTG,PtsProd,PossUsg,DRTG,NetPts/48,NetPtsAR,WinsAR,StartYear,YearsInLeague,all_nba,team,Positions
Olumide Oyedeji,"oyedeji,olumide",2001,30,221,0.486,0.125,0.222,0.221,0.243,0.1,0.101,0.013,0,0.026,0.017,8.7,0.486,,0.174,0.51,103.9,52,12%,101.2,-0.1,9,0.3,2001,1,0,None,4
Olumide Oyedeji,"oyedeji,olumide",2002,36,221,0.537,0.147,0.273,0.236,0.268,0.11,0.118,0.026,0,0.005,0.01,7.8,0.537,,0.211,0.53,105.1,62,14%,104.5,-0.3,8,0.3,2001,2,0,None,4
Olumide Oyedeji,"oyedeji,olumide",2003,27,145,0.435,0.077,0.325,0.164,0.304,0.093,0.099,0.051,0,0.012,0.018,9.9,0.435,,0.197,0.51,102.8,31,11%,98.7,0.1,6,0.2,2001,3,0,None,4
Joe Pace,"Pace,Joe",1978,49,438,0.479,0.112,0.191,0.224,0.407,0.163,0.182,0.07,0,0.024,0.012,9.4,0.479,,0.151,0.51,99,195,20%,99.4,-0.1,18,0.6,,,0,None,
Zaza Pachulia,"pachulia,zaza",2004,59,664,0.392,0.117,0.183,0.158,0.33,0.155,0.167,0.031,0,0.011,0.017,6.3,0.392,,0.149,0.47,92.8,199,17%,110.9,-3.2,-17,-0.6,2004,1,0,None,4.5
Zaza Pachulia,"pachulia,zaza",2005,74,1397,0.452,0.109,0.209,0.155,0.39,0.152,0.162,0.068,0.003,0.014,0.017,5.7,0.453,0,0.159,0.54,108.6,490,17%,105.8,0.2,64,2.1,2004,2,0,None,4.5
Zaza Pachulia,"pachulia,zaza",2006,78,2452,0.451,0.126,0.176,0.194,0.436,0.17,0.185,0.085,0.003,0.01,0.019,5.6,0.452,0,0.15,0.52,106,981,20%,110.5,-0.8,62,2.1,2004,3,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2007,72,2017,0.474,0.117,0.182,0.194,0.477,0.19,0.207,0.093,0.002,0.011,0.02,6.4,0.475,0,0.149,0.53,108,900,22%,104.7,0.8,117,3.9,2004,4,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2008,62,938,0.437,0.111,0.197,0.203,0.441,0.158,0.174,0.06,0.012,0.008,0.013,7.2,0.442,0,0.154,0.5,100.8,342,19%,109.4,-1.6,8,0.3,2004,5,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2009,77,1456,0.497,0.14,0.211,0.188,0.509,0.134,0.153,0.061,0.009,0.011,0.013,6.9,0.502,0,0.176,0.56,112.7,547,18%,105.5,1,91,3,2004,6,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2010,78,1089,0.488,0.124,0.19,0.178,0.378,0.132,0.146,0.056,0.016,0.017,0.018,8.2,0.496,0,0.157,0.57,113.8,370,16%,104.7,1.1,69,2.3,2004,7,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2011,79,1244,0.461,0.116,0.206,0.195,0.582,0.114,0.135,0.07,0,0.011,0.015,7.1,0.461,,0.161,0.53,109.9,389,15%,108.1,-0.2,47,1.6,2004,8,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2012,58,1640,0.499,0.111,0.215,0.179,0.345,0.125,0.134,0.074,0,0.011,0.017,5,0.499,,0.164,0.53,109.8,497,15%,99.3,1.2,110,3.7,2004,9,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2013,52,1134,0.473,0.135,0.203,0.204,0.324,0.127,0.135,0.103,0.012,0.006,0.016,5.4,0.479,0,0.17,0.53,109.6,376,16%,103.3,0.7,63,2.1,2004,10,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2014,53,1325,0.427,0.118,0.172,0.203,0.315,0.155,0.161,0.163,0.003,0.006,0.018,4.5,0.428,0,0.144,0.51,106.8,484,18%,111.1,-1,29,1,2004,11,0,None,4.5
Zaza Pachulia,"Pachulia,Zaza",2015,73,1730,0.454,0.132,0.199,0.197,0.238,0.181,0.184,0.162,0.006,0.007,0.024,4.7,0.456,0,0.165,0.49,101.3,684,20%,98.3,0.6,93,3.1,2004,12,0,None,4.5
Robert Pack,"Pack,Robert",1992,72,894,0.423,0.039,0.079,0.248,0.375,0.165,0.172,0.21,0.037,0.002,0.022,5.4,0.439,0,0.059,0.48,99,367,20%,106.2,-1.4,11,0.4,1992,1,0,None,1.5
Robert Pack,"Pack,Robert",1993,77,1579,0.471,0.035,0.073,0.223,0.394,0.209,0.223,0.319,0.013,0.003,0.025,5.5,0.475,0.125,0.054,0.52,105.2,873,25%,107.6,-0.2,60,2,1992,2,0,None,1.5
Robert Pack,"Pack,Robert",1994,66,1382,0.449,0.021,0.076,0.272,0.356,0.212,0.22,0.404,0.058,0.004,0.029,5.1,0.458,0.207,0.049,0.48,96.6,725,27%,103.7,-1.4,17,0.6,1992,3,0,None,1.5
Robert Pack,"Pack,Robert",1995,42,1144,0.468,0.02,0.096,0.238,0.347,0.214,0.22,0.405,0.182,0.003,0.028,4.2,0.433,0.417,0.059,0.49,105.6,596,26%,108.7,-0.2,42,1.4,1992,4,0,None,1.5
Robert Pack,"Pack,Robert",1996,31,1084,0.457,0.032,0.11,0.194,0.347,0.245,0.254,0.353,0.221,0.001,0.029,3,0.474,0.265,0.072,0.5,107.4,630,28%,107.1,0.6,60,2,1992,5,0,None,1.5
Robert Pack,"pack,robert",1997,54,1782,0.415,0.017,0.077,0.239,0.283,0.227,0.232,0.437,0.162,0.002,0.028,3.7,0.415,0.277,0.046,0.46,98.2,890,27%,109.5,-2.1,-2,-0.1,1992,6,0,None,1.5
Robert Pack,"pack,robert",1998,12,292,0.352,0.03,0.101,0.278,0.255,0.198,0.206,0.235,0.061,0.002,0.037,2.8,0.326,0.5,0.065,0.38,77.6,106,25%,104.7,-5.7,-23,-0.8,1992,7,0,None,1.5
Robert Pack,"pack,robert",1999,25,468,0.431,0.021,0.065,0.212,0.414,0.223,0.239,0.307,0.023,0.001,0.023,4.2,0.441,0,0.043,0.49,101,234,27%,106.5,-0.6,14,0.5,1992,8,0,None,1.5
Robert Pack,"Pack,Robert",2000,29,665,0.426,0.011,0.056,0.234,0.274,0.194,0.2,0.38,0.048,0.003,0.024,3.2,0.42,0.364,0.034,0.46,96.6,314,25%,109.1,-2.4,-5,-0.2,1992,9,0,None,1.5
Robert Pack,"pack,robert",2001,74,1260,0.439,0.026,0.093,0.234,0.246,0.194,0.197,0.382,0.073,0.001,0.027,4.3,0.428,0.387,0.059,0.47,97.1,561,24%,106.7,-1.7,8,0.3,1992,10,0,None,1.5
Robert Pack,"pack,robert",2002,16,252,0.375,0.033,0.072,0.226,0.162,0.155,0.153,0.277,0.059,0,0.027,6.1,0.375,0.25,0.053,0.44,91.6,81,19%,108.4,-3,-5,-0.2,1992,11,0,None,1.5
Robert Pack,"Pack,Robert",2003,28,440,0.403,0.029,0.107,0.228,0.318,0.174,0.183,0.3,0.039,0,0.031,3.8,0.419,0,0.067,0.47,96,168,21%,103.3,-1.3,7,0.2,1992,12,0,None,1.5
Robert Pack,"pack,robert",2004,26,219,0.423,0.022,0.075,0.246,0.096,0.147,0.138,0.201,0,0.003,0.029,4.4,0.423,,0.048,0.42,85.8,56,16%,99.2,-2.1,0,0,1992,13,0,None,1.5
Gerald Paddio,"Paddio,Gerald",1991,70,1181,0.425,0.037,0.078,0.141,0.146,0.248,0.236,0.119,0.047,0.003,0.009,2.9,0.427,0.25,0.058,0.46,93.1,468,21%,113.4,-4,-48,-1.6,1991,1,0,None,2.5
Gerald Paddio,"Paddio,Gerald",1993,41,307,0.453,0.064,0.128,0.108,0.088,0.287,0.268,0.166,0.05,0.012,0.023,3.8,0.457,0.25,0.095,0.52,104.1,154,24%,105,0,13,0.4,1991,3,0,None,2.5
Gerald Paddio,"Paddio,Gerald",1994,18,137,0.367,0.043,0.091,0.103,0.15,0.258,0.252,0.126,0.017,0,0.015,3.2,0.373,0,0.067,0.45,89,52,22%,110.2,-4.2,-6,-0.2,1991,4,0,None,2.5
Scott Padgett,"padgett,scott",2000,47,432,0.361,0.069,0.177,0.151,0.136,0.201,0.19,0.089,0.314,0.012,0.017,6.1,0.323,0.295,0.124,0.39,86.3,126,18%,102.6,-2.8,-7,-0.2,2000,1,0,None,3.5
Scott Padgett,"padgett,scott",2001,27,127,0.477,0.189,0.191,0.183,0.349,0.213,0.221,0.065,0.209,0.015,0.025,7.9,0.382,0.556,0.19,0.5,107.5,59,23%,103.4,1.1,8,0.3,2000,2,0,None,3.5
Scott Padgett,"padgett,scott",2002,75,1295,0.538,0.103,0.163,0.162,0.19,0.19,0.182,0.11,0.286,0.006,0.018,5.2,0.493,0.434,0.132,0.52,112.8,479,17%,105.6,0.9,78,2.6,2000,3,0,None,3.5
Scott Padgett,"padgett,scott",2003,82,1321,0.455,0.079,0.167,0.157,0.191,0.205,0.196,0.108,0.314,0.011,0.017,5.4,0.431,0.338,0.125,0.47,102,455,18%,102.8,-0.3,48,1.6,2000,4,0,None,3.5
Scott Padgett,"padgett,scott",2004,58,546,0.527,0.105,0.191,0.128,0.144,0.197,0.19,0.076,0.389,0.015,0.012,6.4,0.451,0.431,0.15,0.48,110.2,190,17%,99.8,1.5,39,1.3,2000,5,0,None,3.5
Scott Padgett,"padgett,scott",2005,66,941,0.528,0.06,0.167,0.123,0.124,0.153,0.146,0.095,0.541,0.007,0.019,6.1,0.449,0.397,0.115,0.47,112.4,274,14%,101,1.2,64,2.1,2000,6,0,None,3.5
Scott Padgett,"padgett,scott",2006,62,721,0.458,0.09,0.179,0.099,0.134,0.175,0.164,0.094,0.602,0.011,0.021,5.9,0.363,0.347,0.134,0.44,106.2,225,16%,102.7,0.3,35,1.2,2000,7,0,None,3.5
Scott Padgett,"Padgett,Scott",2007,31,233,0.357,0.081,0.191,0.143,0.107,0.148,0.142,0.051,0.589,0.008,0.011,7.2,0.348,0.242,0.136,0.37,84.6,53,14%,102.1,-2.5,-2,-0.1,2000,8,0,None,3.5
Milt Palacio,"palacio,milt",2000,53,394,0.439,0.051,0.104,0.302,0.224,0.153,0.156,0.197,0.02,0,0.027,3.9,0.448,0,0.077,0.43,84.4,123,20%,105.8,-3.8,-15,-0.5,2000,1,0,None,2
Milt Palacio,"palacio,milt",2001,57,1126,0.492,0.025,0.083,0.219,0.293,0.144,0.145,0.226,0.135,0,0.022,3.4,0.491,0.333,0.053,0.49,104.4,371,17%,107.2,-0.8,28,0.9,2000,2,0,None,2
Milt Palacio,"palacio,milt",2002,69,790,0.414,0.015,0.089,0.159,0.252,0.157,0.162,0.163,0.192,0.003,0.02,3.7,0.399,0.317,0.051,0.45,96.5,242,17%,104.9,-1.5,7,0.2,2000,3,0,None,2
Milt Palacio,"palacio,milt",2003,80,1976,0.428,0.027,0.108,0.256,0.168,0.115,0.112,0.206,0.095,0.005,0.018,4.1,0.439,0.216,0.067,0.45,91.6,469,13%,108.8,-3,-41,-1.4,2000,4,0,None,2
Milt Palacio,"palacio,milt",2004,59,1209,0.356,0.014,0.083,0.221,0.151,0.155,0.153,0.263,0.087,0.006,0.019,3.6,0.368,0.154,0.049,0.4,82.5,324,18%,103.8,-3.5,-37,-1.2,2000,5,0,None,2
Milt Palacio,"palacio,milt",2005,80,1533,0.449,0.019,0.081,0.192,0.293,0.152,0.157,0.288,0.031,0.005,0.016,3.9,0.455,0.167,0.049,0.5,103.7,563,18%,111.7,-1.6,14,0.5,2000,6,0,None,2
Milt Palacio,"palacio,milt",2006,71,1373,0.426,0.015,0.104,0.22,0.241,0.188,0.186,0.245,0.04,0.007,0.019,4.3,0.439,0.063,0.059,0.46,92.5,463,20%,107.8,-2.7,-19,-0.6,2000,7,0,None,2
Walter Palmer,"Palmer,Walter",1991,28,85,0.333,0.089,0.195,0.124,0.222,0.32,0.315,0.111,0.022,0.027,0.018,11.3,0.341,0,0.145,0.42,84,41,29%,103.6,-5,-5,-0.2,1991,1,0,None,5
Walter Palmer,"Palmer,Walter",1993,20,124,0.474,0.096,0.306,0.171,0.105,0.249,0.237,0.069,0,0.023,0.004,11.2,0.474,,0.192,0.48,95.7,56,23%,115.4,-4,-5,-0.2,1991,3,0,None,5
Andy Panko,"panko,andy",2001,1,1,,0,0,,,0,0,0,,0,0,0,,,0,0,0,0,0%,113.3,-3.3,0,0,2001,1,0,None,
Kostas Papanikolaou,"Papanikolaou,Kostas",2015,43,795,0.429,0.054,0.109,0.234,0.066,0.144,0.132,0.157,0.538,0.009,0.018,4.3,0.418,0.292,0.082,0.36,83.9,198,15%,105.8,-3.5,-26,-0.9,2015,1,0,None,3.5
Jannero Pargo,"pargo,jannero",2003,34,342,0.435,0.029,0.093,0.222,0.043,0.158,0.143,0.171,0.258,0.003,0.02,6.3,0.435,0.292,0.061,0.41,90.2,94,16%,107.1,-2.9,-7,-0.2,2003,1,0,None,1
Jannero Pargo,"pargo,jannero",2004,31,475,0.462,0.019,0.07,0.21,0.116,0.253,0.238,0.273,0.312,0.008,0.015,5.1,0.431,0.355,0.044,0.42,93.3,209,25%,108.7,-2.9,-9,-0.3,2003,2,0,None,1
Jannero Pargo,"pargo,jannero",2005,32,453,0.439,0.03,0.086,0.194,0.08,0.283,0.263,0.312,0.31,0.001,0.018,5.6,0.401,0.348,0.058,0.41,91.6,212,27%,105,-2.8,-8,-0.3,2003,3,0,None,1
Jannero Pargo,"pargo,jannero",2006,57,642,0.44,0.014,0.094,0.195,0.058,0.269,0.248,0.25,0.349,0.002,0.019,4.3,0.368,0.382,0.055,0.38,88.7,278,25%,105,-3.5,-20,-0.7,2003,4,0,None,1
Jannero Pargo,"Pargo,Jannero",2007,82,1710,0.467,0.013,0.111,0.167,0.15,0.241,0.231,0.204,0.302,0.001,0.016,3.4,0.418,0.388,0.061,0.45,100.5,735,23%,107.1,-1.1,31,1,2003,5,0,None,1
Jannero Pargo,"Pargo,Jannero",2008,80,1494,0.439,0.02,0.083,0.138,0.109,0.254,0.243,0.204,0.285,0.002,0.018,4,0.406,0.349,0.051,0.44,98.5,662,24%,109.1,-1.9,3,0.1,2003,6,0,None,1
Jannero Pargo,"Pargo,Jannero",2010,63,829,0.396,0.012,0.093,0.13,0.11,0.268,0.252,0.177,0.362,0.001,0.018,3.9,0.387,0.275,0.053,0.39,87.5,337,24%,108.4,-4.3,-40,-1.3,2003,8,0,None,1
Jannero Pargo,"Pargo,Jannero",2012,50,671,0.52,0.016,0.111,0.181,0.075,0.228,0.213,0.241,0.545,0.002,0.016,4.6,0.452,0.384,0.064,0.41,97.9,265,21%,100.7,-0.5,21,0.7,2003,10,0,None,1
Jannero Pargo,"Pargo,Jannero",2013,32,507,0.46,0.022,0.056,0.182,0.057,0.249,0.23,0.225,0.547,0.003,0.018,4,0.406,0.336,0.039,0.38,91.5,206,23%,112.9,-4.1,-22,-0.7,2003,11,0,None,1
Jannero Pargo,"Pargo,Jannero",2014,29,242,0.542,0.005,0.089,0.192,0.068,0.289,0.268,0.404,0.508,0.002,0.03,3.4,0.483,0.4,0.047,0.42,99.7,135,29%,109.2,-1.6,2,0.1,2003,12,0,None,1
Jannero Pargo,"Pargo,Jannero",2015,9,73,0.557,0,0.046,0.098,0.057,0.275,0.254,0.208,0.629,0,0,5.2,0.462,0.409,0.023,0.43,107.4,33,22%,109,-0.1,3,0.1,2003,13,0,None,1
Jeremy Pargo,"Pargo,Jeremy",2012,44,424,0.367,0.032,0.07,0.262,0.107,0.208,0.201,0.202,0.253,0,0.019,5.2,0.357,0.263,0.051,0.38,80.2,141,22%,107.8,-5.3,-29,-1,2012,1,0,None,1
Jeremy Pargo,"Pargo,Jeremy",2013,39,655,0.446,0.013,0.074,0.18,0.168,0.218,0.22,0.228,0.296,0.002,0.01,3.4,0.42,0.338,0.043,0.44,96.3,267,22%,111.9,-2.9,-12,-0.4,2012,2,0,None,1
Robert Parish,"Parish,Robert",1978,82,1969,0.472,0.107,0.247,0.193,0.181,0.239,0.241,0.07,0,0.034,0.018,7.1,0.472,,0.175,0.48,94.1,980,24%,95.4,-0.3,72,2.4,,,0,None,
Robert Parish,"Parish,Robert",1979,76,2411,0.499,0.117,0.292,0.188,0.177,0.244,0.245,0.069,0,0.049,0.019,6,0.499,,0.204,0.51,100.4,1242,24%,95.1,1.3,163,5.4,,,0,None,
Robert Parish,"Parish,Robert",1980,72,2119,0.507,0.125,0.288,0.195,0.202,0.258,0.26,0.089,0.001,0.031,0.013,5.6,0.507,0,0.204,0.51,101.4,1169,26%,102.8,-0.1,86,2.9,,,0,None,
Robert Parish,"Parish,Robert",1981,82,2298,0.545,0.127,0.253,0.153,0.242,0.283,0.283,0.1,0.001,0.05,0.017,6.5,0.545,0,0.193,0.57,113.5,1419,26%,97.4,4.1,294,9.8,,,0,None,
Robert Parish,"Parish,Robert",1982,80,2534,0.542,0.128,0.245,0.167,0.204,0.263,0.258,0.084,0,0.04,0.013,5.1,0.542,,0.188,0.56,111.6,1477,25%,98.9,3.2,275,9.2,,,1,Second Team,
Robert Parish,"Parish,Robert",1983,78,2459,0.55,0.114,0.246,0.152,0.241,0.24,0.243,0.084,0.001,0.032,0.015,4.3,0.551,0,0.181,0.58,114.3,1392,23%,98,3.9,303,10.1,,,0,None,
Robert Parish,"Parish,Robert",1984,80,2867,0.546,0.1,0.235,0.15,0.24,0.219,0.219,0.07,0,0.022,0.009,4.5,0.546,,0.17,0.58,115.1,1412,21%,102.4,2.6,277,9.2,,,0,None,
Robert Parish,"Parish,Robert",1985,79,2850,0.542,0.107,0.214,0.16,0.287,0.192,0.197,0.058,0,0.018,0.009,3.8,0.542,,0.163,0.57,114.4,1327,19%,104.9,1.8,226,7.5,,,0,None,
Robert Parish,"Parish,Robert",1986,81,2567,0.549,0.113,0.211,0.168,0.254,0.204,0.207,0.077,0,0.024,0.012,4,0.549,,0.165,0.56,112.5,1249,21%,100.4,2.5,241,8,,,0,None,
Robert Parish,"Parish,Robert",1987,80,2995,0.556,0.104,0.207,0.16,0.215,0.198,0.197,0.08,0.001,0.025,0.01,4.3,0.557,0,0.16,0.56,112.9,1348,19%,104.4,1.6,225,7.5,,,0,None,
Robert Parish,"Parish,Robert",1988,74,2312,0.589,0.095,0.219,0.179,0.236,0.186,0.185,0.069,0.001,0.02,0.012,4.1,0.59,0,0.161,0.57,114.4,983,18%,107.2,1.2,152,5.1,,,0,None,
Robert Parish,"parish,robert",1989,80,2840,0.57,0.14,0.261,0.164,0.281,0.204,0.208,0.091,0,0.022,0.014,3.5,0.57,,0.201,0.59,118.6,1447,21%,106.9,2.5,266,8.9,,,1,Third Team,
Robert Parish,"parish,robert",1990,79,2396,0.58,0.126,0.235,0.17,0.268,0.2,0.205,0.062,0,0.015,0.008,3.8,0.58,,0.183,0.58,116.1,1156,20%,106.1,2,201,6.7,,,0,None,
Robert Parish,"Parish,Robert",1991,81,2441,0.598,0.134,0.244,0.163,0.292,0.182,0.189,0.037,0.001,0.022,0.013,3.9,0.599,0,0.193,0.6,121.8,1141,19%,103.8,3.2,267,8.9,,,0,None,
Robert Parish,"Parish,Robert",1992,79,2285,0.535,0.111,0.224,0.142,0.205,0.21,0.21,0.044,0,0.023,0.015,3.6,0.535,,0.17,0.56,113.3,1045,20%,103.5,1.9,186,6.2,,,0,None,
Robert Parish,"Parish,Robert",1993,79,2146,0.535,0.131,0.258,0.141,0.208,0.202,0.204,0.042,0,0.028,0.013,4.5,0.535,,0.195,0.57,112.7,960,20%,103.7,1.7,166,5.5,,,0,None,
Robert Parish,"Parish,Robert",1994,74,1987,0.491,0.08,0.229,0.139,0.212,0.206,0.206,0.063,0,0.027,0.011,4.6,0.491,,0.154,0.53,105.4,818,20%,105.6,-0.1,81,2.7,,,0,None,
Robert Parish,"Parish,Robert",1995,81,1352,0.427,0.085,0.215,0.156,0.191,0.169,0.167,0.05,0,0.015,0.011,4.7,0.427,,0.153,0.47,95.2,402,16%,104.6,-1.6,12,0.4,,,0,None,
Robert Parish,"Parish,Robert",1996,74,1086,0.498,0.097,0.244,0.175,0.207,0.133,0.132,0.04,0,0.03,0.01,3.5,0.498,,0.169,0.53,106.4,303,14%,110.2,-1.1,20,0.7,,,0,None,
Robert Parish,"parish,robert",1997,43,406,0.49,0.119,0.129,0.183,0.147,0.201,0.197,0.082,0,0.028,0.008,4.7,0.49,,0.124,0.52,104,159,20%,103.7,0.1,17,0.6,,,0,None,
Anthony Parker,"parker,anthony",1998,37,196,0.468,0.047,0.106,0.159,0.206,0.198,0.195,0.164,0.444,0.009,0.03,4.2,0.457,0.321,0.076,0.47,103.4,72,19%,104.9,-0.3,7,0.2,1998,1,0,None,2
Anthony Parker,"parker,anthony",1999,2,3,1,0,0,0,0,0.209,0.181,0,0,0,0,0,1,,0,1,200,1,7%,91.4,7.5,1,0,1998,2,0,None,2
Anthony Parker,"Parker,Anthony",2000,19,213,0.438,0.026,0.117,0.166,0.123,0.172,0.164,0.084,0.215,0.011,0.019,3.4,0.529,0.071,0.072,0.46,93.4,62,15%,104.1,-2,0,0,1998,3,0,None,2
Anthony Parker,"Parker,Anthony",2007,73,2436,0.561,0.029,0.109,0.1,0.192,0.17,0.166,0.099,0.38,0.003,0.016,2.7,0.5,0.441,0.068,0.51,117.5,837,15%,106.4,1.2,161,5.4,1998,10,0,None,2
Anthony Parker,"Parker,Anthony",2008,82,2639,0.557,0.022,0.128,0.107,0.123,0.185,0.179,0.108,0.367,0.004,0.016,2.9,0.499,0.438,0.075,0.49,112.2,912,16%,108.1,0.3,127,4.2,1998,11,0,None,2
Anthony Parker,"Parker,Anthony",2009,80,2637,0.488,0.02,0.12,0.139,0.16,0.17,0.164,0.157,0.32,0.003,0.02,2.6,0.442,0.39,0.071,0.47,104.6,858,16%,110.3,-1.3,41,1.4,1998,12,0,None,2
Anthony Parker,"Parker,Anthony",2010,81,2289,0.549,0.016,0.1,0.143,0.158,0.128,0.122,0.099,0.551,0.005,0.014,3.2,0.46,0.414,0.06,0.46,108.7,546,11%,105.7,-0.3,83,2.8,1998,13,0,None,2
Anthony Parker,"Parker,Anthony",2011,72,2091,0.476,0.018,0.105,0.133,0.134,0.157,0.149,0.167,0.411,0.003,0.016,2.5,0.412,0.379,0.06,0.42,97.8,589,15%,111.7,-2.6,-25,-0.8,1998,14,0,None,2
Anthony Parker,"Parker,Anthony",2012,51,1280,0.509,0.009,0.118,0.143,0.107,0.152,0.144,0.157,0.423,0.003,0.015,2.4,0.484,0.362,0.061,0.42,95.2,333,14%,112.4,-3.1,-30,-1,1998,15,0,None,2
Jabari Parker,"Parker,Jabari",2015,25,738,0.498,0.078,0.135,0.156,0.175,0.211,0.211,0.095,0.061,0.004,0.021,2.7,0.506,0.25,0.107,0.48,100.2,303,21%,107.6,-1.4,10,0.3,2015,1,0,None,3.5
Smush Parker,"parker,smush",2003,66,1103,0.459,0.029,0.093,0.287,0.29,0.18,0.183,0.247,0.349,0.006,0.022,4.6,0.445,0.322,0.06,0.42,92.4,428,21%,107.3,-2.8,-19,-0.6,2003,1,0,None,1.5
Smush Parker,"parker,smush",2005,16,144,0.453,0.032,0.06,0.318,0.209,0.177,0.176,0.159,0.302,0,0.018,5.3,0.5,0.231,0.046,0.39,82.6,49,22%,108.9,-5,-9,-0.3,2003,3,0,None,1.5
Smush Parker,"parker,smush",2006,82,2775,0.524,0.016,0.099,0.17,0.16,0.169,0.163,0.173,0.421,0.003,0.027,3.7,0.506,0.366,0.057,0.48,107.5,932,17%,106.8,-0.2,106,3.5,2003,4,0,None,1.5
Smush Parker,"Parker,Smush",2007,82,2453,0.506,0.022,0.076,0.175,0.144,0.192,0.185,0.146,0.383,0.002,0.025,4.1,0.479,0.365,0.049,0.45,100.6,881,18%,108.9,-1.6,20,0.7,2003,5,0,None,1.5
Smush Parker,"Parker,Smush",2008,28,592,0.397,0.008,0.094,0.201,0.103,0.193,0.181,0.236,0.424,0.006,0.021,4.9,0.434,0.231,0.051,0.38,83.6,183,19%,112.6,-5.2,-40,-1.3,2003,6,0,None,1.5
Sonny Parker,"Parker,Sonny",1978,82,2069,0.519,0.08,0.111,0.152,0.156,0.196,0.192,0.106,0,0.009,0.03,4.3,0.519,,0.095,0.54,106.7,900,19%,99.2,1.4,146,4.9,,,0,None,
Sonny Parker,"Parker,Sonny",1979,79,2893,0.502,0.061,0.105,0.171,0.172,0.187,0.185,0.136,0,0.006,0.023,3.1,0.502,,0.082,0.53,106.1,1198,19%,103.4,0.4,145,4.8,,,0,None,
Sonny Parker,"Parker,Sonny",1980,82,2849,0.489,0.062,0.119,0.148,0.24,0.188,0.191,0.124,0.002,0.006,0.029,3.3,0.49,0,0.09,0.54,108.7,1195,19%,106.2,0.3,139,4.6,,,0,None,
Sonny Parker,"Parker,Sonny",1981,73,1317,0.492,0.084,0.08,0.188,0.242,0.16,0.159,0.106,0,0.005,0.024,4.1,0.492,,0.082,0.55,109.2,488,16%,110.7,-0.7,35,1.2,,,0,None,
Sonny Parker,"Parker,Sonny",1982,71,899,0.473,0.087,0.128,0.173,0.196,0.147,0.145,0.125,0,0.007,0.021,5.4,0.473,,0.107,0.54,107.5,317,16%,107.5,-0.4,30,1,,,0,None,
Tony Parker,"parker,tony",2002,77,2267,0.467,0.017,0.08,0.193,0.169,0.176,0.17,0.239,0.296,0.002,0.021,3.5,0.46,0.323,0.05,0.46,99.4,777,18%,101.4,-0.4,75,2.5,2002,1,0,None,1
Tony Parker,"parker,tony",2003,82,2774,0.503,0.014,0.073,0.165,0.21,0.237,0.231,0.279,0.233,0.001,0.014,3,0.503,0.337,0.045,0.51,108.2,1295,23%,104.8,1,170,5.7,2002,2,0,None,1
Tony Parker,"parker,tony",2004,75,2577,0.48,0.019,0.083,0.163,0.202,0.225,0.223,0.287,0.21,0.002,0.013,2.8,0.483,0.312,0.051,0.5,106,1166,23%,100.3,1.3,178,5.9,2002,3,0,None,1
Tony Parker,"parker,tony",2005,80,2736,0.501,0.02,0.107,0.166,0.188,0.251,0.247,0.332,0.14,0.001,0.019,2.9,0.516,0.276,0.064,0.51,106.1,1375,26%,102.3,1.1,178,5.9,2002,4,0,None,1
Tony Parker,"parker,tony",2006,80,2717,0.553,0.017,0.095,0.181,0.223,0.261,0.263,0.322,0.032,0.001,0.017,2.8,0.556,0.306,0.057,0.54,110,1511,28%,103.3,1.9,223,7.4,2002,5,0,None,1
Tony Parker,"Parker,Tony",2007,77,2494,0.527,0.017,0.101,0.149,0.25,0.275,0.275,0.318,0.035,0.001,0.018,2.6,0.525,0.395,0.061,0.54,111.9,1436,28%,102.3,2.7,243,8.1,2002,6,0,None,1
Tony Parker,"Parker,Tony",2008,69,2307,0.502,0.016,0.096,0.132,0.238,0.278,0.283,0.342,0.063,0.002,0.013,1.9,0.51,0.258,0.057,0.54,110.9,1381,29%,104.7,2.1,197,6.6,2002,7,0,None,1
Tony Parker,"Parker,Tony",2009,72,2457,0.513,0.013,0.094,0.125,0.225,0.313,0.317,0.4,0.051,0.001,0.015,2.1,0.518,0.292,0.054,0.55,113.6,1688,33%,107.1,2.8,246,8.2,2002,8,1,Third Team,1
Tony Parker,"Parker,Tony",2010,56,1728,0.494,0.005,0.085,0.166,0.26,0.246,0.25,0.309,0.047,0.003,0.009,2.7,0.497,0.294,0.046,0.52,106.7,955,27%,107.5,0.4,86,2.9,2002,9,0,None,1
Tony Parker,"Parker,Tony",2011,78,2528,0.531,0.014,0.093,0.152,0.218,0.252,0.251,0.352,0.065,0.001,0.018,2.6,0.531,0.357,0.055,0.55,115.2,1518,27%,106.3,2.8,252,8.4,2002,10,0,None,1
