player_name,Player,season,G,Min,eFG_per,OR_per,DR_per,TO_per,FTr,Fguse_per,ShotUse_per,AstRate,FG3r,BLKr,STLr,PF/48min,FG2_per,FG3_per,TREB_per,Floor_per,ORTG,PtsProd,PossUsg,DRTG,NetPts/48,NetPtsAR,WinsAR,StartYear,YearsInLeague,all_nba,team,Positions
Chris Copeland,"Copeland,Chris",2015,50,827,0.445,0.031,0.117,0.182,0.106,0.218,0.208,0.099,0.539,0.008,0.007,4.5,0.42,0.311,0.074,0.36,86.4,280,20%,107.9,-4,-35,-1.2,2013,3,0,None,3.5
Hollis Copeland,"Copeland,Hollis",1980,75,1142,0.495,0.066,0.083,0.202,0.171,0.166,0.162,0.087,0.005,0.012,0.024,6.5,0.497,0,0.074,0.51,100.9,419,17%,109.5,-1.9,2,0.1,1980,1,0,None,3.5
Hollis Copeland,"Copeland,Hollis",1982,18,118,0.421,0.029,0.02,0.11,0.132,0.178,0.169,0.101,0,0.01,0.016,7.7,0.421,,0.024,0.5,100.1,36,15%,111.9,-2.4,-1,0,1980,3,0,None,3.5
Lanard Copeland,"copeland,lanard",1990,23,110,0.463,0.042,0.061,0.251,0.162,0.348,0.33,0.14,0.074,0.005,0.005,5.2,0.476,0.2,0.052,0.43,86.7,66,34%,112.9,-6.8,-11,-0.4,1990,1,0,None,1.5
Lanard Copeland,"Copeland,Lanard",1992,10,48,0.304,0.023,0.14,0.177,0.087,0.269,0.247,0.149,0.087,0,0.021,5,0.333,0,0.081,0.35,72.8,16,23%,105.7,-7.2,-5,-0.2,1990,3,0,None,1.5
Tyrone Corbin,"Corbin,Tyrone",1986,16,174,0.422,0.074,0.089,0.174,0.156,0.205,0.195,0.084,0.016,0.006,0.029,5.8,0.429,0,0.082,0.47,92.9,64,18%,107.6,-3,-3,-0.1,1986,1,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1987,63,1170,0.411,0.08,0.121,0.155,0.239,0.177,0.176,0.113,0.01,0.002,0.022,5.3,0.411,0.25,0.1,0.5,100.5,427,17%,109.2,-1.8,5,0.2,1986,2,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1988,84,1739,0.49,0.085,0.146,0.174,0.21,0.17,0.166,0.092,0.011,0.006,0.02,5,0.493,0.167,0.116,0.52,105.7,631,17%,107.7,-0.6,51,1.7,1986,3,0,None,3
Tyrone Corbin,"corbin,tyrone",1989,77,1655,0.54,0.118,0.137,0.161,0.311,0.144,0.146,0.089,0.004,0.004,0.023,6.4,0.542,0,0.128,0.59,118.9,679,16%,105.3,2,137,4.6,1986,4,0,None,3
Tyrone Corbin,"corbin,tyrone",1990,82,3011,0.481,0.082,0.164,0.131,0.149,0.208,0.199,0.12,0.01,0.008,0.031,4.6,0.486,0,0.12,0.54,107.6,1170,19%,106.9,0.1,129,4.3,1986,5,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1991,82,3196,0.449,0.063,0.157,0.15,0.226,0.224,0.224,0.171,0.008,0.01,0.026,3.9,0.45,0.2,0.107,0.52,105,1462,23%,109.6,-0.7,87,2.9,1986,6,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1992,80,2207,0.481,0.083,0.155,0.139,0.276,0.159,0.16,0.089,0.006,0.005,0.019,4.2,0.484,0,0.119,0.55,113.4,793,16%,106.7,0.7,126,4.2,1986,7,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1993,82,2555,0.503,0.089,0.14,0.129,0.235,0.173,0.169,0.098,0.007,0.007,0.021,4.7,0.506,0,0.116,0.56,114.4,958,16%,107.7,0.8,147,4.9,1986,8,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1994,82,2149,0.461,0.082,0.127,0.145,0.199,0.161,0.155,0.083,0.049,0.007,0.024,4.7,0.469,0.207,0.104,0.52,105.7,673,15%,104.8,-0.2,81,2.7,1986,9,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1995,81,1389,0.457,0.08,0.141,0.151,0.168,0.199,0.195,0.08,0.121,0.007,0.021,5.6,0.468,0.25,0.11,0.49,100.7,493,19%,106.1,-1,29,1,1986,10,0,None,3
Tyrone Corbin,"Corbin,Tyrone",1996,71,1284,0.446,0.074,0.146,0.166,0.285,0.168,0.167,0.105,0.051,0.01,0.026,5.5,0.456,0.167,0.11,0.51,106,429,16%,106.2,-0.3,46,1.5,1986,11,0,None,3
Tyrone Corbin,"corbin,tyrone",1997,70,2305,0.483,0.04,0.11,0.141,0.143,0.163,0.156,0.09,0.347,0.002,0.022,3.7,0.457,0.356,0.076,0.48,107.1,647,15%,104.2,0.1,99,3.3,1986,12,0,None,3
Tyrone Corbin,"corbin,tyrone",1998,79,2699,0.472,0.035,0.12,0.119,0.135,0.173,0.162,0.106,0.189,0.002,0.021,3.5,0.46,0.348,0.079,0.51,108.4,783,15%,106.2,-0.2,104,3.5,1986,13,0,None,3
Tyrone Corbin,"corbin,tyrone",1999,47,1066,0.448,0.041,0.118,0.131,0.155,0.202,0.192,0.078,0.355,0.004,0.016,3.3,0.431,0.319,0.08,0.46,99.8,327,17%,100.4,-0.2,39,1.3,1986,14,0,None,3
Tyrone Corbin,"Corbin,Tyrone",2000,54,941,0.377,0.044,0.139,0.115,0.134,0.143,0.137,0.087,0.178,0.003,0.018,5,0.384,0.227,0.091,0.44,93.8,237,13%,103.4,-1.8,4,0.1,1986,15,0,None,3
Tyrone Corbin,"corbin,tyrone",2001,15,117,0.237,0.028,0.099,0.09,0.053,0.186,0.174,0.05,0.132,0,0.009,7.4,0.273,0,0.063,0.31,62.1,21,15%,109.6,-7.1,-12,-0.4,1986,16,0,None,3
Chris Corchiani,"Corchiani,Chris",1992,51,741,0.425,0.026,0.093,0.256,0.472,0.145,0.156,0.267,0.192,0.002,0.03,6.1,0.429,0.27,0.059,0.48,102.2,295,19%,109.7,-1.5,8,0.3,1992,1,0,None,1.5
Chris Corchiani,"Corchiani,Chris",1993,10,105,0.583,0.011,0.063,0.214,0.667,0.132,0.157,0.22,0.125,0,0.028,8.2,0.667,0,0.038,0.6,120.5,45,18%,105.2,2.5,10,0.3,1992,2,0,None,1.5
Chris Corchiani,"Corchiani,Chris",1994,51,467,0.484,0.019,0.087,0.264,0.277,0.114,0.118,0.245,0.404,0.002,0.024,4.8,0.518,0.289,0.053,0.47,99.6,143,15%,111,-2.3,-3,-0.1,1992,3,0,None,1.5
Dave Corzine,"Corzine,Dave",1979,59,532,0.534,0.1,0.179,0.284,0.415,0.111,0.12,0.109,0,0.013,0.008,6,0.534,,0.14,0.52,104.9,196,16%,103.5,-0.1,21,0.7,,,0,None,
Dave Corzine,"Corzine,Dave",1980,78,826,0.417,0.125,0.204,0.215,0.208,0.133,0.136,0.097,0,0.019,0.005,7,0.417,,0.164,0.48,96,268,16%,105.5,-1.9,3,0.1,,,0,None,
Dave Corzine,"Corzine,Dave",1981,82,1960,0.49,0.132,0.217,0.164,0.167,0.207,0.198,0.084,0.004,0.026,0.01,5.2,0.492,0,0.177,0.54,108.4,866,19%,104.4,0.7,111,3.7,,,0,None,
Dave Corzine,"Corzine,Dave",1982,82,2189,0.519,0.103,0.205,0.182,0.245,0.154,0.155,0.076,0.006,0.031,0.007,5.2,0.52,0.25,0.154,0.55,110.6,846,16%,105.8,0.5,115,3.8,,,0,None,
Dave Corzine,"Corzine,Dave",1983,82,2496,0.497,0.104,0.203,0.208,0.252,0.199,0.198,0.087,0.002,0.023,0.009,4.7,0.498,0,0.154,0.52,102.7,1128,20%,106.5,-0.8,61,2,,,0,None,
Dave Corzine,"Corzine,Dave",1984,82,2674,0.469,0.072,0.177,0.183,0.28,0.177,0.175,0.111,0.011,0.025,0.01,4.1,0.469,0.333,0.124,0.51,104.9,1005,17%,106.6,-0.5,83,2.8,,,0,None,
Dave Corzine,"Corzine,Dave",1985,82,2062,0.486,0.075,0.16,0.182,0.262,0.158,0.157,0.092,0.002,0.017,0.007,4.4,0.487,0,0.119,0.53,105.8,720,16%,110.1,-1.1,38,1.3,,,0,None,
Dave Corzine,"Corzine,Dave",1986,67,1709,0.494,0.084,0.207,0.172,0.245,0.167,0.166,0.121,0.023,0.017,0.008,3.7,0.497,0.25,0.143,0.55,110,663,17%,111.5,-0.6,48,1.6,,,0,None,
Dave Corzine,"Corzine,Dave",1987,82,2287,0.475,0.097,0.173,0.164,0.153,0.15,0.144,0.126,0.008,0.022,0.008,4.2,0.479,0,0.134,0.54,107.8,749,15%,107.7,-0.4,78,2.6,,,0,None,
Dave Corzine,"Corzine,Dave",1988,80,2328,0.482,0.084,0.175,0.145,0.161,0.174,0.168,0.092,0.013,0.023,0.008,3.1,0.486,0.111,0.13,0.54,107.5,808,16%,105.8,0,99,3.3,,,0,None,
Dave Corzine,"corzine,dave",1989,81,1483,0.464,0.074,0.168,0.186,0.161,0.168,0.163,0.095,0.018,0.017,0.01,4.3,0.465,0.25,0.123,0.49,98.6,492,17%,109.4,-2.1,-3,-0.1,,,0,None,
Dave Corzine,"corzine,dave",1990,6,79,0.379,0.091,0.152,0.254,0,0.193,0.173,0.035,0,0,0.012,4.3,0.379,,0.12,0.36,71.4,23,18%,107.6,-7.1,-8,-0.3,,,0,None,
Dave Corzine,"Corzine,Dave",1991,28,147,0.447,0.08,0.19,0.05,0.342,0.144,0.159,0.036,0,0.02,0.017,5.9,0.447,,0.134,0.59,115.3,46,14%,105.7,0.9,9,0.3,,,0,None,
Bryce Cotton,"Cotton,Bryce",2015,15,159,0.471,0.022,0.108,0.154,0.217,0.263,0.259,0.17,0.29,0,0.013,1.8,0.449,0.35,0.065,0.44,98.8,77,26%,107.3,-1.4,2,0.1,2015,1,0,None,1
James Cotton,"cotton,james",1998,9,33,0.381,0.074,0.142,0.24,0.381,0.389,0.403,0,0.19,0.018,0.016,4.4,0.471,0,0.109,0.4,83.4,21,40%,103.6,-6.1,-3,-0.1,1998,1,0,None,2
James Cotton,"cotton,james",1999,10,59,0.333,0.039,0.158,0.131,0.722,0.186,0.229,0,0.167,0,0.027,4.9,0.4,0,0.098,0.5,99.3,23,21%,113.8,-2.6,-1,0,1998,2,0,None,2
John Coughran,"Coughran,John",1980,24,160,0.37,0.013,0.121,0.163,0.099,0.275,0.266,0.106,0.111,0.004,0.021,7.2,0.375,0.222,0.065,0.39,78.8,63,24%,107.8,-6.6,-15,-0.5,1980,1,0,None,3.5
Joe Courtney,"Courtney,Joe",1993,12,104,0.406,0.043,0.167,0.179,0.219,0.17,0.168,0.038,0,0.028,0.024,7.8,0.406,,0.104,0.46,92.4,31,16%,102.1,-1.6,1,0,1993,1,0,None,3.5
Joe Courtney,"Courtney,Joe",1994,52,345,0.459,0.09,0.094,0.138,0.216,0.243,0.243,0.069,0.02,0.02,0.015,6.1,0.448,0.667,0.092,0.5,101.6,155,22%,110.7,-1.7,2,0.1,1993,2,0,None,3.5
Joe Courtney,"Courtney,Joe",1996,23,200,0.429,0.157,0.169,0.289,0.229,0.116,0.125,0.072,0,0.021,0.015,8.4,0.429,,0.163,0.44,87.2,51,17%,108.5,-3.2,-5,-0.2,1993,4,0,None,3.5
Joe Courtney,"courtney,joe",1997,9,100,0.367,0.1,0.082,0.106,0.1,0.179,0.169,0,0,0,0,6.7,0.367,,0.091,0.45,89.2,25,15%,125.3,-6.2,-9,-0.3,1993,5,0,None,3.5
Marcus Cousin,"Cousin,Marcus",2011,4,18,0.667,0,0.2,0.426,0,0.099,0.088,0,0,0.034,0,2.6,0.667,,0.099,0.54,107.3,3,7%,128.8,-5.1,-1,0,2011,1,0,None,5
DeMarcus Cousins,"Cousins,DeMarcus",2011,81,2310,0.431,0.105,0.244,0.207,0.275,0.248,0.258,0.147,0.018,0.017,0.018,6.9,0.435,0.167,0.173,0.46,93.4,1211,28%,105.2,-2.6,-30,-1,2011,1,0,None,4.5
DeMarcus Cousins,"Cousins,DeMarcus",2012,64,1950,0.449,0.143,0.259,0.15,0.262,0.286,0.296,0.095,0.014,0.022,0.024,6.3,0.453,0.143,0.198,0.51,104.2,1177,29%,103.6,0.9,117,3.9,2011,2,0,None,4.5
DeMarcus Cousins,"Cousins,DeMarcus",2013,75,2289,0.467,0.109,0.27,0.174,0.301,0.26,0.273,0.153,0.021,0.014,0.024,5.6,0.471,0.182,0.187,0.5,102.2,1319,29%,106.6,-0.4,76,2.5,2011,3,0,None,4.5
DeMarcus Cousins,"Cousins,DeMarcus",2014,71,2298,0.496,0.106,0.305,0.173,0.363,0.304,0.322,0.178,0.006,0.023,0.024,5.6,0.499,0,0.204,0.54,108.7,1582,32%,100.2,2.8,231,7.7,2011,4,0,None,4.5
DeMarcus Cousins,"Cousins,DeMarcus",2015,59,2013,0.468,0.108,0.306,0.184,0.397,0.318,0.334,0.204,0.008,0.029,0.023,5.7,0.469,0.25,0.21,0.5,103.3,1430,35%,98.5,1.8,158,5.3,2011,5,1,Second Team,4.5
Robert Covington,"Covington,Robert",2014,7,34,0.571,0.07,0.093,0.082,0,0.249,0.215,0,0.786,0,0.029,4.3,0.667,0.364,0.082,0.34,88.7,11,18%,96.1,-1.2,1,0,2014,1,0,None,3
Robert Covington,"Covington,Robert",2015,70,1956,0.506,0.034,0.146,0.162,0.235,0.226,0.226,0.098,0.59,0.009,0.025,4.6,0.426,0.374,0.088,0.42,101.1,798,20%,103.5,-0.5,63,2.1,2014,2,0,None,3
Dave Cowens,"Cowens,Dave",1978,77,3215,0.49,0.08,0.256,0.161,0.196,0.197,0.194,0.157,0,0.011,0.014,4.4,0.49,,0.17,0.54,108.4,1463,19%,98.2,2,270,9,,,0,None,
Dave Cowens,"Cowens,Dave",1979,68,2517,0.483,0.067,0.222,0.161,0.15,0.215,0.205,0.137,0,0.011,0.014,5,0.483,,0.144,0.51,103.6,1118,20%,105.5,-0.4,82,2.7,,,0,None,
Dave Cowens,"Cowens,Dave",1980,66,2159,0.453,0.066,0.207,0.121,0.102,0.232,0.216,0.134,0.013,0.015,0.015,4.8,0.458,0.083,0.138,0.52,104.2,929,20%,101.2,0.6,116,3.9,,,0,None,
Dave Cowens,"Cowens,Dave",1983,40,1014,0.444,0.083,0.208,0.134,0.17,0.168,0.161,0.109,0.007,0.008,0.014,6.5,0.447,0,0.148,0.52,105.5,346,16%,99.5,0.8,59,2,,,0,None,
Chubby Cox,"Cox,Chubby",1983,7,78,0.351,0.098,0.043,0.218,0.081,0.266,0.254,0.115,0.054,0.007,0,9.8,0.371,0,0.071,0.38,73.9,31,26%,105.9,-7.6,-9,-0.3,1983,1,0,None,1.5
Wesley Cox,"Cox,Wesley",1978,43,453,0.399,0.092,0.231,0.168,0.335,0.197,0.219,0.035,0,0.012,0.021,8.7,0.399,,0.16,0.47,90.1,193,22%,96.9,-1.5,5,0.2,,,0,None,
Wesley Cox,"Cox,Wesley",1979,31,360,0.431,0.053,0.135,0.251,0.325,0.181,0.214,0.04,0,0.008,0.017,9.1,0.431,,0.094,0.42,78,136,23%,103.3,-5.7,-28,-0.9,,,0,None,
Allen Crabbe,"Crabbe,Allen",2014,15,100,0.455,0.011,0.085,0.1,0.091,0.184,0.174,0.087,0.424,0.006,0.01,4.8,0.316,0.429,0.049,0.38,90,27,15%,109.7,-3.4,-3,-0.1,2014,1,0,None,2
Allen Crabbe,"Crabbe,Allen",2015,51,683,0.51,0.011,0.101,0.105,0.078,0.126,0.121,0.081,0.556,0.012,0.014,5.2,0.485,0.353,0.057,0.4,94.3,134,11%,105.7,-1.9,2,0.1,2014,2,0,None,2
"Chris Crawford (6'9"" F, b. 1975)","crawford,chris",1998,40,256,0.423,0.095,0.093,0.141,0.518,0.269,0.293,0.064,0.027,0.016,0.026,5.1,0.421,0.333,0.094,0.53,111,142,27%,103,2.3,23,0.8,1998,1,0,None,3
"Chris Crawford (6'9"" F, b. 1975)","crawford,chris",1999,42,784,0.453,0.056,0.078,0.178,0.224,0.209,0.201,0.062,0.129,0.01,0.007,6.5,0.446,0.333,0.067,0.47,98.9,266,19%,103.4,-0.8,19,0.6,1998,2,0,None,3
